OutageID,StartTime,DurationMinutes,Feeder,Cause,AffectedCustomers,EndTime
301,2023-02-14 06:00:00,20,Feeder_5,Equipment Failure,426,2023-02-14 06:20:00
302,2023-02-14 06:00:00,117,Feeder_5,Unknown,32,2023-02-14 07:57:00
303,2023-02-14 16:00:00,24,Feeder_1,Equipment Failure,384,2023-02-14 16:24:00
304,2023-02-14 17:00:00,85,Feeder_9,Unknown,72,2023-02-14 18:25:00
305,2023-02-14 23:00:00,104,Feeder_6,Planned Maintenance,335,2023-02-15 00:44:00
306,2023-02-15 00:00:00,240,Feeder_9,Equipment Failure,489,2023-02-15 04:00:00
307,2023-02-15 01:00:00,172,Feeder_3,Tree Contact,159,2023-02-15 03:52:00
308,2023-02-15 08:00:00,242,Feeder_5,Planned Maintenance,204,2023-02-15 12:02:00
309,2023-02-15 09:00:00,419,Feeder_2,Weather (Heavy Rain),591,2023-02-15 15:59:00
310,2023-02-15 13:00:00,140,Feeder_10,Unknown,89,2023-02-15 15:20:00
311,2023-02-15 14:00:00,458,Feeder_5,Unknown,499,2023-02-15 21:38:00
312,2023-02-15 18:00:00,223,Feeder_8,Overload,619,2023-02-15 21:43:00
313,2023-02-15 18:00:00,111,Feeder_2,Equipment Failure,162,2023-02-15 19:51:00
314,2023-02-15 22:00:00,88,Feeder_8,Unknown,26,2023-02-15 23:28:00
315,2023-02-16 00:00:00,129,Feeder_4,Weather (Heavy Rain),634,2023-02-16 02:09:00
316,2023-02-16 01:00:00,205,Feeder_10,Equipment Failure,342,2023-02-16 04:25:00
317,2023-02-16 12:00:00,184,Feeder_10,Unknown,357,2023-02-16 15:04:00
318,2023-02-16 13:00:00,321,Feeder_1,Unknown,468,2023-02-16 18:21:00
319,2023-02-16 16:00:00,462,Feeder_5,Weather (High Wind),998,2023-02-16 23:42:00
320,2023-02-16 21:00:00,218,Feeder_1,Tree Contact,432,2023-02-17 00:38:00
321,2023-02-16 21:00:00,70,Feeder_7,Weather (High Wind),606,2023-02-16 22:10:00
322,2023-02-17 01:00:00,222,Feeder_8,Planned Maintenance,431,2023-02-17 04:42:00
323,2023-02-17 04:00:00,55,Feeder_3,Unknown,97,2023-02-17 04:55:00
324,2023-02-17 06:00:00,46,Feeder_3,Unknown,490,2023-02-17 06:46:00
325,2023-02-17 06:00:00,29,Feeder_7,Weather (Heavy Rain),1224,2023-02-17 06:29:00
326,2023-02-17 08:00:00,76,Feeder_4,Planned Maintenance,450,2023-02-17 09:16:00
327,2023-02-17 09:00:00,169,Feeder_3,Unknown,309,2023-02-17 11:49:00
328,2023-02-17 12:00:00,298,Feeder_8,Equipment Failure,301,2023-02-17 16:58:00
329,2023-02-17 13:00:00,223,Feeder_3,Equipment Failure,364,2023-02-17 16:43:00
330,2023-02-17 13:00:00,334,Feeder_7,Unknown,79,2023-02-17 18:34:00
331,2023-02-17 13:00:00,201,Feeder_2,Equipment Failure,387,2023-02-17 16:21:00
332,2023-02-17 22:00:00,456,Feeder_1,Equipment Failure,133,2023-02-18 05:36:00
333,2023-02-17 23:00:00,144,Feeder_6,Equipment Failure,89,2023-02-18 01:24:00
334,2023-02-18 02:00:00,141,Feeder_8,Tree Contact,54,2023-02-18 04:21:00
335,2023-02-18 09:00:00,306,Feeder_1,Overload,655,2023-02-18 14:06:00
336,2023-02-18 13:00:00,128,Feeder_10,Overload,499,2023-02-18 15:08:00
337,2023-02-18 15:00:00,213,Feeder_9,Unknown,489,2023-02-18 18:33:00
338,2023-02-18 17:00:00,27,Feeder_3,Planned Maintenance,163,2023-02-18 17:27:00
339,2023-02-18 18:00:00,285,Feeder_3,Planned Maintenance,404,2023-02-18 22:45:00
340,2023-02-18 19:00:00,103,Feeder_4,Equipment Failure,189,2023-02-18 20:43:00
341,2023-02-19 01:00:00,229,Feeder_1,Planned Maintenance,418,2023-02-19 04:49:00
342,2023-02-19 05:00:00,458,Feeder_9,Planned Maintenance,40,2023-02-19 12:38:00
343,2023-02-19 08:00:00,292,Feeder_3,Weather (High Wind),1280,2023-02-19 12:52:00
344,2023-02-19 15:00:00,461,Feeder_10,Overload,538,2023-02-19 22:41:00
345,2023-02-19 20:00:00,217,Feeder_4,Tree Contact,380,2023-02-19 23:37:00
346,2023-02-20 00:00:00,88,Feeder_1,Unknown,332,2023-02-20 01:28:00
347,2023-02-20 07:00:00,39,Feeder_4,Weather (High Wind),1197,2023-02-20 07:39:00
348,2023-02-20 11:00:00,115,Feeder_1,Planned Maintenance,252,2023-02-20 12:55:00
349,2023-02-20 14:00:00,190,Feeder_5,Weather (Heavy Rain),1226,2023-02-20 17:10:00
350,2023-02-20 18:00:00,441,Feeder_5,Tree Contact,439,2023-02-21 01:21:00
351,2023-02-21 04:00:00,131,Feeder_7,Planned Maintenance,191,2023-02-21 06:11:00
352,2023-02-21 05:00:00,180,Feeder_8,Equipment Failure,306,2023-02-21 08:00:00
353,2023-02-21 06:00:00,55,Feeder_4,Weather (High Wind),643,2023-02-21 06:55:00
354,2023-02-21 06:00:00,443,Feeder_7,Unknown,385,2023-02-21 13:23:00
355,2023-02-21 15:00:00,358,Feeder_4,Planned Maintenance,90,2023-02-21 20:58:00
356,2023-02-21 16:00:00,438,Feeder_3,Overload,502,2023-02-21 23:18:00
357,2023-02-22 00:00:00,380,Feeder_6,Overload,791,2023-02-22 06:20:00
358,2023-02-22 03:00:00,134,Feeder_4,Weather (High Wind),956,2023-02-22 05:14:00
359,2023-02-22 04:00:00,111,Feeder_3,Unknown,476,2023-02-22 05:51:00
360,2023-02-22 04:00:00,159,Feeder_9,Weather (Heavy Rain),560,2023-02-22 06:39:00
361,2023-02-22 04:00:00,230,Feeder_5,Weather (Heavy Rain),468,2023-02-22 07:50:00
362,2023-02-22 12:00:00,243,Feeder_7,Equipment Failure,331,2023-02-22 16:03:00
363,2023-02-22 12:00:00,327,Feeder_6,Planned Maintenance,474,2023-02-22 17:27:00
364,2023-02-22 14:00:00,144,Feeder_10,Planned Maintenance,39,2023-02-22 16:24:00
365,2023-02-22 19:00:00,366,Feeder_5,Unknown,275,2023-02-23 01:06:00
366,2023-02-22 20:00:00,391,Feeder_7,Overload,275,2023-02-23 02:31:00
367,2023-02-22 23:00:00,332,Feeder_6,Planned Maintenance,326,2023-02-23 04:32:00
368,2023-02-23 01:00:00,151,Feeder_10,Tree Contact,456,2023-02-23 03:31:00
369,2023-02-23 07:00:00,338,Feeder_2,Weather (Heavy Rain),959,2023-02-23 12:38:00
370,2023-02-23 11:00:00,351,Feeder_3,Unknown,63,2023-02-23 16:51:00
371,2023-02-23 11:00:00,287,Feeder_2,Overload,987,2023-02-23 15:47:00
372,2023-02-23 14:00:00,131,Feeder_3,Overload,979,2023-02-23 16:11:00
373,2023-02-23 17:00:00,320,Feeder_1,Planned Maintenance,475,2023-02-23 22:20:00
374,2023-02-24 00:00:00,382,Feeder_8,Weather (Heavy Rain),499,2023-02-24 06:22:00
375,2023-02-24 04:00:00,108,Feeder_6,Equipment Failure,448,2023-02-24 05:48:00
376,2023-02-24 05:00:00,182,Feeder_2,Tree Contact,319,2023-02-24 08:02:00
377,2023-02-24 08:00:00,456,Feeder_8,Weather (Heavy Rain),881,2023-02-24 15:36:00
378,2023-02-24 10:00:00,217,Feeder_6,Unknown,100,2023-02-24 13:37:00
379,2023-02-24 10:00:00,355,Feeder_7,Equipment Failure,98,2023-02-24 15:55:00
380,2023-02-24 11:00:00,163,Feeder_1,Unknown,329,2023-02-24 13:43:00
381,2023-02-24 16:00:00,416,Feeder_7,Equipment Failure,384,2023-02-24 22:56:00
382,2023-02-24 20:00:00,197,Feeder_3,Overload,823,2023-02-24 23:17:00
383,2023-02-24 20:00:00,427,Feeder_8,Overload,515,2023-02-25 03:07:00
384,2023-02-24 23:00:00,166,Feeder_6,Unknown,243,2023-02-25 01:46:00
385,2023-02-25 04:00:00,88,Feeder_4,Equipment Failure,418,2023-02-25 05:28:00
386,2023-02-25 21:00:00,379,Feeder_8,Planned Maintenance,346,2023-02-26 03:19:00
387,2023-02-25 22:00:00,415,Feeder_9,Tree Contact,68,2023-02-26 04:55:00
388,2023-02-26 09:00:00,288,Feeder_10,Unknown,194,2023-02-26 13:48:00
389,2023-02-26 17:00:00,56,Feeder_2,Unknown,447,2023-02-26 17:56:00
390,2023-02-26 19:00:00,226,Feeder_6,Planned Maintenance,53,2023-02-26 22:46:00
391,2023-02-26 23:00:00,115,Feeder_5,Unknown,189,2023-02-27 00:55:00
392,2023-02-27 07:00:00,59,Feeder_5,Weather (High Wind),865,2023-02-27 07:59:00
393,2023-02-27 08:00:00,96,Feeder_10,Unknown,153,2023-02-27 09:36:00
394,2023-02-27 10:00:00,31,Feeder_3,Overload,699,2023-02-27 10:31:00
395,2023-02-27 10:00:00,87,Feeder_8,Equipment Failure,390,2023-02-27 11:27:00
396,2023-02-27 12:00:00,28,Feeder_8,Weather (High Wind),694,2023-02-27 12:28:00
397,2023-02-27 13:00:00,447,Feeder_5,Tree Contact,474,2023-02-27 20:27:00
398,2023-02-27 14:00:00,171,Feeder_8,Tree Contact,64,2023-02-27 16:51:00
399,2023-02-27 16:00:00,237,Feeder_10,Weather (Heavy Rain),650,2023-02-27 19:57:00
400,2023-02-27 21:00:00,146,Feeder_8,Tree Contact,360,2023-02-27 23:26:00
401,2023-02-27 22:00:00,352,Feeder_3,Weather (High Wind),327,2023-02-28 03:52:00
402,2023-02-27 23:00:00,418,Feeder_2,Equipment Failure,86,2023-02-28 05:58:00
403,2023-02-28 09:00:00,390,Feeder_9,Unknown,305,2023-02-28 15:30:00
404,2023-02-28 11:00:00,390,Feeder_2,Unknown,228,2023-02-28 17:30:00
405,2023-02-28 12:00:00,61,Feeder_9,Unknown,286,2023-02-28 13:01:00
406,2023-02-28 17:00:00,121,Feeder_4,Tree Contact,75,2023-02-28 19:01:00
407,2023-02-28 17:00:00,122,Feeder_2,Weather (Heavy Rain),931,2023-02-28 19:02:00
408,2023-03-01 08:00:00,279,Feeder_10,Unknown,243,2023-03-01 12:39:00
409,2023-03-01 12:00:00,219,Feeder_1,Unknown,208,2023-03-01 15:39:00
410,2023-03-01 15:00:00,93,Feeder_4,Planned Maintenance,275,2023-03-01 16:33:00
411,2023-03-01 19:00:00,169,Feeder_9,Tree Contact,450,2023-03-01 21:49:00
412,2023-03-01 20:00:00,285,Feeder_9,Weather (Heavy Rain),1456,2023-03-02 00:45:00
413,2023-03-02 05:00:00,261,Feeder_4,Planned Maintenance,52,2023-03-02 09:21:00
414,2023-03-02 07:00:00,33,Feeder_9,Overload,274,2023-03-02 07:33:00
415,2023-03-02 07:00:00,360,Feeder_6,Weather (High Wind),679,2023-03-02 13:00:00
416,2023-03-02 09:00:00,450,Feeder_1,Unknown,236,2023-03-02 16:30:00
417,2023-03-02 20:00:00,40,Feeder_10,Planned Maintenance,72,2023-03-02 20:40:00
418,2023-03-02 22:00:00,231,Feeder_6,Tree Contact,180,2023-03-03 01:51:00
419,2023-03-02 22:00:00,168,Feeder_9,Weather (Heavy Rain),827,2023-03-03 00:48:00
420,2023-03-03 02:00:00,168,Feeder_2,Unknown,259,2023-03-03 04:48:00
421,2023-03-03 14:00:00,188,Feeder_6,Weather (High Wind),1202,2023-03-03 17:08:00
422,2023-03-03 17:00:00,106,Feeder_2,Planned Maintenance,259,2023-03-03 18:46:00
423,2023-03-03 17:00:00,447,Feeder_4,Planned Maintenance,316,2023-03-04 00:27:00
424,2023-03-04 04:00:00,352,Feeder_8,Planned Maintenance,247,2023-03-04 09:52:00
425,2023-03-04 12:00:00,195,Feeder_7,Planned Maintenance,65,2023-03-04 15:15:00
426,2023-03-05 03:00:00,145,Feeder_9,Tree Contact,180,2023-03-05 05:25:00
427,2023-03-05 05:00:00,464,Feeder_7,Tree Contact,417,2023-03-05 12:44:00
428,2023-03-05 06:00:00,312,Feeder_1,Tree Contact,489,2023-03-05 11:12:00
429,2023-03-05 07:00:00,289,Feeder_2,Equipment Failure,43,2023-03-05 11:49:00
430,2023-03-05 12:00:00,287,Feeder_6,Overload,925,2023-03-05 16:47:00
431,2023-03-05 17:00:00,431,Feeder_7,Equipment Failure,139,2023-03-06 00:11:00
432,2023-03-05 19:00:00,90,Feeder_3,Unknown,139,2023-03-05 20:30:00
433,2023-03-05 19:00:00,191,Feeder_9,Overload,565,2023-03-05 22:11:00
434,2023-03-06 02:00:00,198,Feeder_7,Equipment Failure,160,2023-03-06 05:18:00
435,2023-03-06 03:00:00,333,Feeder_6,Equipment Failure,152,2023-03-06 08:33:00
436,2023-03-06 06:00:00,145,Feeder_6,Weather (High Wind),1106,2023-03-06 08:25:00
437,2023-03-06 10:00:00,377,Feeder_1,Equipment Failure,213,2023-03-06 16:17:00
438,2023-03-06 13:00:00,63,Feeder_5,Tree Contact,393,2023-03-06 14:03:00
439,2023-03-06 15:00:00,69,Feeder_10,Equipment Failure,244,2023-03-06 16:09:00
440,2023-03-06 20:00:00,168,Feeder_3,Unknown,26,2023-03-06 22:48:00
441,2023-03-07 00:00:00,369,Feeder_7,Unknown,91,2023-03-07 06:09:00
442,2023-03-07 17:00:00,214,Feeder_10,Unknown,23,2023-03-07 20:34:00
443,2023-03-07 21:00:00,322,Feeder_3,Tree Contact,90,2023-03-08 02:22:00
444,2023-03-08 01:00:00,370,Feeder_5,Weather (High Wind),526,2023-03-08 07:10:00
445,2023-03-08 03:00:00,387,Feeder_7,Weather (Heavy Rain),326,2023-03-08 09:27:00
446,2023-03-08 05:00:00,132,Feeder_3,Tree Contact,388,2023-03-08 07:12:00
447,2023-03-08 07:00:00,277,Feeder_10,Tree Contact,281,2023-03-08 11:37:00
448,2023-03-08 21:00:00,60,Feeder_2,Equipment Failure,41,2023-03-08 22:00:00
449,2023-03-08 21:00:00,316,Feeder_6,Planned Maintenance,32,2023-03-09 02:16:00
450,2023-03-08 23:00:00,370,Feeder_8,Overload,745,2023-03-09 05:10:00
451,2023-03-09 01:00:00,414,Feeder_4,Tree Contact,171,2023-03-09 07:54:00
452,2023-03-09 11:00:00,422,Feeder_9,Tree Contact,107,2023-03-09 18:02:00
453,2023-03-09 11:00:00,203,Feeder_8,Weather (Heavy Rain),1440,2023-03-09 14:23:00
454,2023-03-09 14:00:00,324,Feeder_7,Unknown,427,2023-03-09 19:24:00
455,2023-03-09 17:00:00,332,Feeder_7,Weather (High Wind),388,2023-03-09 22:32:00
456,2023-03-09 17:00:00,143,Feeder_3,Weather (High Wind),918,2023-03-09 19:23:00
457,2023-03-09 19:00:00,63,Feeder_6,Weather (Heavy Rain),421,2023-03-09 20:03:00
458,2023-03-09 19:00:00,39,Feeder_5,Equipment Failure,426,2023-03-09 19:39:00
459,2023-03-09 20:00:00,280,Feeder_1,Tree Contact,333,2023-03-10 00:40:00
460,2023-03-09 21:00:00,132,Feeder_3,Unknown,180,2023-03-09 23:12:00
461,2023-03-09 21:00:00,478,Feeder_1,Unknown,73,2023-03-10 04:58:00
462,2023-03-09 22:00:00,158,Feeder_4,Planned Maintenance,253,2023-03-10 00:38:00
463,2023-03-10 01:00:00,456,Feeder_10,Overload,852,2023-03-10 08:36:00
464,2023-03-10 04:00:00,214,Feeder_3,Equipment Failure,283,2023-03-10 07:34:00
465,2023-03-10 05:00:00,171,Feeder_4,Tree Contact,461,2023-03-10 07:51:00
466,2023-03-10 06:00:00,362,Feeder_9,Unknown,378,2023-03-10 12:02:00
467,2023-03-10 13:00:00,148,Feeder_3,Planned Maintenance,134,2023-03-10 15:28:00
468,2023-03-10 14:00:00,414,Feeder_6,Unknown,392,2023-03-10 20:54:00
469,2023-03-10 19:00:00,162,Feeder_6,Weather (High Wind),1165,2023-03-10 21:42:00
470,2023-03-10 20:00:00,350,Feeder_7,Equipment Failure,340,2023-03-11 01:50:00
471,2023-03-11 01:00:00,85,Feeder_9,Equipment Failure,116,2023-03-11 02:25:00
472,2023-03-11 11:00:00,247,Feeder_7,Equipment Failure,157,2023-03-11 15:07:00
473,2023-03-11 17:00:00,348,Feeder_1,Weather (Heavy Rain),332,2023-03-11 22:48:00
474,2023-03-11 17:00:00,313,Feeder_8,Overload,877,2023-03-11 22:13:00
475,2023-03-11 22:00:00,168,Feeder_5,Planned Maintenance,439,2023-03-12 00:48:00
476,2023-03-11 23:00:00,104,Feeder_9,Weather (High Wind),902,2023-03-12 00:44:00
477,2023-03-11 23:00:00,348,Feeder_10,Overload,595,2023-03-12 04:48:00
478,2023-03-12 02:00:00,213,Feeder_5,Equipment Failure,235,2023-03-12 05:33:00
479,2023-03-12 05:00:00,175,Feeder_5,Equipment Failure,251,2023-03-12 07:55:00
480,2023-03-12 09:00:00,40,Feeder_2,Planned Maintenance,469,2023-03-12 09:40:00
481,2023-03-12 15:00:00,135,Feeder_3,Tree Contact,371,2023-03-12 17:15:00
482,2023-03-12 16:00:00,315,Feeder_10,Overload,430,2023-03-12 21:15:00
483,2023-03-12 20:00:00,226,Feeder_9,Unknown,441,2023-03-12 23:46:00
484,2023-03-13 04:00:00,77,Feeder_7,Weather (Heavy Rain),995,2023-03-13 05:17:00
485,2023-03-13 12:00:00,465,Feeder_1,Weather (Heavy Rain),1187,2023-03-13 19:45:00
486,2023-03-13 13:00:00,450,Feeder_3,Planned Maintenance,356,2023-03-13 20:30:00
487,2023-03-13 20:00:00,82,Feeder_2,Unknown,415,2023-03-13 21:22:00
488,2023-03-13 21:00:00,267,Feeder_1,Weather (High Wind),824,2023-03-14 01:27:00
489,2023-03-13 23:00:00,424,Feeder_9,Tree Contact,161,2023-03-14 06:04:00
490,2023-03-14 05:00:00,473,Feeder_8,Tree Contact,331,2023-03-14 12:53:00
491,2023-03-14 06:00:00,16,Feeder_5,Planned Maintenance,104,2023-03-14 06:16:00
492,2023-03-14 07:00:00,412,Feeder_2,Weather (Heavy Rain),1347,2023-03-14 13:52:00
493,2023-03-14 14:00:00,122,Feeder_1,Planned Maintenance,73,2023-03-14 16:02:00
494,2023-03-14 14:00:00,300,Feeder_7,Unknown,74,2023-03-14 19:00:00
495,2023-03-14 22:00:00,63,Feeder_2,Unknown,390,2023-03-14 23:03:00
496,2023-03-14 22:00:00,154,Feeder_1,Overload,227,2023-03-15 00:34:00
497,2023-03-15 01:00:00,232,Feeder_2,Equipment Failure,34,2023-03-15 04:52:00
498,2023-03-15 04:00:00,58,Feeder_7,Overload,674,2023-03-15 04:58:00
499,2023-03-15 05:00:00,431,Feeder_7,Planned Maintenance,109,2023-03-15 12:11:00
500,2023-03-15 07:00:00,283,Feeder_10,Tree Contact,114,2023-03-15 11:43:00
501,2023-03-15 09:00:00,92,Feeder_6,Equipment Failure,140,2023-03-15 10:32:00
502,2023-03-15 10:00:00,230,Feeder_5,Equipment Failure,398,2023-03-15 13:50:00
503,2023-03-15 11:00:00,396,Feeder_3,Overload,494,2023-03-15 17:36:00
504,2023-03-15 20:00:00,112,Feeder_3,Equipment Failure,447,2023-03-15 21:52:00
505,2023-03-15 22:00:00,250,Feeder_9,Equipment Failure,28,2023-03-16 02:10:00
506,2023-03-16 02:00:00,296,Feeder_4,Weather (High Wind),333,2023-03-16 06:56:00
507,2023-03-16 08:00:00,163,Feeder_9,Equipment Failure,115,2023-03-16 10:43:00
508,2023-03-16 16:00:00,426,Feeder_4,Equipment Failure,63,2023-03-16 23:06:00
509,2023-03-16 22:00:00,318,Feeder_2,Unknown,487,2023-03-17 03:18:00
510,2023-03-17 02:00:00,438,Feeder_4,Unknown,469,2023-03-17 09:18:00
511,2023-03-17 06:00:00,80,Feeder_6,Overload,626,2023-03-17 07:20:00
512,2023-03-17 10:00:00,248,Feeder_6,Equipment Failure,235,2023-03-17 14:08:00
513,2023-03-17 10:00:00,471,Feeder_5,Planned Maintenance,409,2023-03-17 17:51:00
514,2023-03-17 13:00:00,101,Feeder_1,Tree Contact,369,2023-03-17 14:41:00
515,2023-03-17 13:00:00,93,Feeder_3,Equipment Failure,439,2023-03-17 14:33:00
516,2023-03-17 14:00:00,219,Feeder_5,Equipment Failure,422,2023-03-17 17:39:00
517,2023-03-17 16:00:00,293,Feeder_6,Equipment Failure,24,2023-03-17 20:53:00
518,2023-03-17 19:00:00,351,Feeder_1,Weather (Heavy Rain),546,2023-03-18 00:51:00
519,2023-03-17 23:00:00,268,Feeder_9,Unknown,148,2023-03-18 03:28:00
520,2023-03-18 02:00:00,318,Feeder_3,Planned Maintenance,43,2023-03-18 07:18:00
521,2023-03-18 04:00:00,394,Feeder_10,Weather (Heavy Rain),1342,2023-03-18 10:34:00
522,2023-03-18 04:00:00,144,Feeder_3,Tree Contact,423,2023-03-18 06:24:00
523,2023-03-18 04:00:00,98,Feeder_2,Weather (High Wind),1353,2023-03-18 05:38:00
524,2023-03-18 18:00:00,290,Feeder_8,Tree Contact,466,2023-03-18 22:50:00
525,2023-03-19 00:00:00,201,Feeder_3,Overload,290,2023-03-19 03:21:00
526,2023-03-19 04:00:00,60,Feeder_6,Weather (High Wind),348,2023-03-19 05:00:00
527,2023-03-19 06:00:00,401,Feeder_2,Unknown,496,2023-03-19 12:41:00
528,2023-03-19 06:00:00,197,Feeder_7,Tree Contact,205,2023-03-19 09:17:00
529,2023-03-19 07:00:00,282,Feeder_4,Unknown,335,2023-03-19 11:42:00
530,2023-03-19 08:00:00,310,Feeder_9,Tree Contact,124,2023-03-19 13:10:00
531,2023-03-19 15:00:00,336,Feeder_10,Tree Contact,426,2023-03-19 20:36:00
532,2023-03-19 20:00:00,114,Feeder_9,Equipment Failure,361,2023-03-19 21:54:00
533,2023-03-20 02:00:00,92,Feeder_7,Weather (High Wind),1211,2023-03-20 03:32:00
534,2023-03-20 03:00:00,286,Feeder_8,Unknown,84,2023-03-20 07:46:00
535,2023-03-20 09:00:00,353,Feeder_3,Weather (High Wind),479,2023-03-20 14:53:00
536,2023-03-20 09:00:00,176,Feeder_5,Equipment Failure,45,2023-03-20 11:56:00
537,2023-03-20 10:00:00,58,Feeder_2,Equipment Failure,251,2023-03-20 10:58:00
538,2023-03-20 20:00:00,252,Feeder_10,Weather (Heavy Rain),1037,2023-03-21 00:12:00
539,2023-03-20 21:00:00,148,Feeder_7,Tree Contact,72,2023-03-20 23:28:00
540,2023-03-20 23:00:00,475,Feeder_8,Tree Contact,163,2023-03-21 06:55:00
541,2023-03-21 02:00:00,206,Feeder_9,Unknown,197,2023-03-21 05:26:00
542,2023-03-21 03:00:00,370,Feeder_7,Planned Maintenance,232,2023-03-21 09:10:00
543,2023-03-21 10:00:00,292,Feeder_10,Tree Contact,102,2023-03-21 14:52:00
544,2023-03-21 11:00:00,32,Feeder_10,Equipment Failure,14,2023-03-21 11:32:00
545,2023-03-21 11:00:00,26,Feeder_8,Equipment Failure,447,2023-03-21 11:26:00
546,2023-03-21 11:00:00,194,Feeder_9,Weather (High Wind),889,2023-03-21 14:14:00
547,2023-03-21 12:00:00,137,Feeder_6,Unknown,455,2023-03-21 14:17:00
548,2023-03-21 17:00:00,260,Feeder_10,Planned Maintenance,34,2023-03-21 21:20:00
549,2023-03-21 18:00:00,236,Feeder_2,Tree Contact,107,2023-03-21 21:56:00
550,2023-03-21 21:00:00,387,Feeder_2,Equipment Failure,277,2023-03-22 03:27:00
551,2023-03-22 00:00:00,65,Feeder_4,Unknown,159,2023-03-22 01:05:00
552,2023-03-22 00:00:00,85,Feeder_9,Unknown,402,2023-03-22 01:25:00
553,2023-03-22 05:00:00,62,Feeder_7,Weather (Heavy Rain),795,2023-03-22 06:02:00
554,2023-03-22 05:00:00,33,Feeder_2,Equipment Failure,93,2023-03-22 05:33:00
555,2023-03-22 10:00:00,276,Feeder_8,Weather (Heavy Rain),730,2023-03-22 14:36:00
556,2023-03-22 11:00:00,98,Feeder_7,Unknown,181,2023-03-22 12:38:00
557,2023-03-22 12:00:00,169,Feeder_9,Weather (High Wind),1358,2023-03-22 14:49:00
558,2023-03-22 12:00:00,67,Feeder_8,Planned Maintenance,118,2023-03-22 13:07:00
559,2023-03-22 12:00:00,121,Feeder_3,Equipment Failure,36,2023-03-22 14:01:00
560,2023-03-22 13:00:00,371,Feeder_1,Equipment Failure,255,2023-03-22 19:11:00
561,2023-03-22 16:00:00,318,Feeder_2,Equipment Failure,64,2023-03-22 21:18:00
562,2023-03-22 19:00:00,149,Feeder_2,Unknown,474,2023-03-22 21:29:00
563,2023-03-22 22:00:00,457,Feeder_4,Weather (Heavy Rain),663,2023-03-23 05:37:00
564,2023-03-23 04:00:00,83,Feeder_6,Planned Maintenance,61,2023-03-23 05:23:00
565,2023-03-23 04:00:00,25,Feeder_4,Equipment Failure,262,2023-03-23 04:25:00
566,2023-03-23 12:00:00,157,Feeder_9,Unknown,278,2023-03-23 14:37:00
567,2023-03-23 14:00:00,206,Feeder_4,Unknown,307,2023-03-23 17:26:00
568,2023-03-23 16:00:00,401,Feeder_6,Overload,314,2023-03-23 22:41:00
569,2023-03-23 17:00:00,392,Feeder_6,Unknown,88,2023-03-23 23:32:00
570,2023-03-24 01:00:00,83,Feeder_10,Overload,358,2023-03-24 02:23:00
571,2023-03-24 02:00:00,37,Feeder_10,Overload,457,2023-03-24 02:37:00
572,2023-03-24 06:00:00,195,Feeder_1,Overload,572,2023-03-24 09:15:00
573,2023-03-24 12:00:00,307,Feeder_8,Unknown,352,2023-03-24 17:07:00
574,2023-03-24 17:00:00,23,Feeder_3,Unknown,116,2023-03-24 17:23:00
575,2023-03-24 18:00:00,285,Feeder_6,Overload,289,2023-03-24 22:45:00
576,2023-03-24 18:00:00,401,Feeder_3,Planned Maintenance,461,2023-03-25 00:41:00
577,2023-03-24 19:00:00,107,Feeder_2,Weather (High Wind),609,2023-03-24 20:47:00
578,2023-03-24 20:00:00,468,Feeder_5,Unknown,255,2023-03-25 03:48:00
579,2023-03-24 22:00:00,31,Feeder_1,Overload,956,2023-03-24 22:31:00
580,2023-03-24 22:00:00,168,Feeder_9,Weather (Heavy Rain),1281,2023-03-25 00:48:00
581,2023-03-25 01:00:00,419,Feeder_7,Weather (High Wind),1475,2023-03-25 07:59:00
582,2023-03-25 06:00:00,342,Feeder_3,Equipment Failure,249,2023-03-25 11:42:00
583,2023-03-25 06:00:00,163,Feeder_4,Tree Contact,499,2023-03-25 08:43:00
584,2023-03-25 13:00:00,391,Feeder_6,Weather (High Wind),526,2023-03-25 19:31:00
585,2023-03-25 15:00:00,281,Feeder_3,Overload,497,2023-03-25 19:41:00
586,2023-03-25 19:00:00,436,Feeder_7,Unknown,146,2023-03-26 02:16:00
587,2023-03-25 19:00:00,342,Feeder_6,Equipment Failure,324,2023-03-26 00:42:00
588,2023-03-25 22:00:00,120,Feeder_9,Unknown,182,2023-03-26 00:00:00
589,2023-03-25 22:00:00,395,Feeder_5,Overload,230,2023-03-26 04:35:00
590,2023-03-25 22:00:00,49,Feeder_4,Equipment Failure,207,2023-03-25 22:49:00
591,2023-03-26 01:00:00,133,Feeder_3,Overload,557,2023-03-26 03:13:00
592,2023-03-26 07:00:00,28,Feeder_10,Planned Maintenance,52,2023-03-26 07:28:00
593,2023-03-26 11:00:00,28,Feeder_1,Planned Maintenance,339,2023-03-26 11:28:00
594,2023-03-26 15:00:00,280,Feeder_3,Overload,669,2023-03-26 19:40:00
595,2023-03-26 16:00:00,154,Feeder_3,Equipment Failure,88,2023-03-26 18:34:00
596,2023-03-26 16:00:00,308,Feeder_7,Weather (High Wind),309,2023-03-26 21:08:00
597,2023-03-26 17:00:00,378,Feeder_7,Tree Contact,288,2023-03-26 23:18:00
